# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1463316	1463729	+	WP_013430259.1	WP_013430259.1		ATP synthase F1 subunit epsilon	atpC		CALKRO_RS06530	414	137	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1463764	1464297	-							CALKRO_RS06535	534		old_locus_tag=Calkro_1288
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1463764	1464297	-	WP_013430260.1	WP_013430260.1		hypothetical protein			CALKRO_RS06535	534	177	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1464447	1465298	+							CALKRO_RS06540	852		old_locus_tag=Calkro_1289
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1464447	1465298	+	WP_013430261.1	WP_013430261.1		DUF5685 family protein			CALKRO_RS06540	852	283	
gene	pseudogene	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1465298	1465483	+							CALKRO_RS13835	186		partial;pseudo
CDS	without_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1465298	1465483	+				DnaJ domain-containing protein			CALKRO_RS13835	186		partial;pseudo
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1465889	1467163	+							CALKRO_RS06550	1275		old_locus_tag=Calkro_1291
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1465889	1467163	+	WP_013430263.1	WP_013430263.1		insulinase family protein			CALKRO_RS06550	1275	424	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1467181	1467624	+					dut		CALKRO_RS06555	444		old_locus_tag=Calkro_1292
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1467181	1467624	+	WP_013430264.1	WP_013430264.1		dUTP diphosphatase	dut		CALKRO_RS06555	444	147	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1467646	1467882	+							CALKRO_RS06560	237		old_locus_tag=Calkro_1293
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1467646	1467882	+	WP_013430265.1	WP_013430265.1		PRC-barrel domain-containing protein			CALKRO_RS06560	237	78	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1467879	1468469	+							CALKRO_RS06565	591		old_locus_tag=Calkro_1294
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1467879	1468469	+	WP_013430266.1	WP_013430266.1		hypothetical protein			CALKRO_RS06565	591	196	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1468466	1468954	+							CALKRO_RS06570	489		old_locus_tag=Calkro_1295
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1468466	1468954	+	WP_013430267.1	WP_013430267.1		Lrp/AsnC family transcriptional regulator			CALKRO_RS06570	489	162	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1468951	1470174	+							CALKRO_RS06575	1224		old_locus_tag=Calkro_1296
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1468951	1470174	+	WP_013430268.1	WP_013430268.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			CALKRO_RS06575	1224	407	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1470116	1470997	-							CALKRO_RS06580	882		old_locus_tag=Calkro_1297
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1470116	1470997	-	WP_013430269.1	WP_013430269.1		RluA family pseudouridine synthase			CALKRO_RS06580	882	293	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1471119	1472021	+					era		CALKRO_RS06585	903		old_locus_tag=Calkro_1298
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1471119	1472021	+	WP_013430270.1	WP_013430270.1		GTPase Era	era		CALKRO_RS06585	903	300	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1472029	1472763	+					recO		CALKRO_RS06590	735		old_locus_tag=Calkro_1299
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1472029	1472763	+	WP_013430271.1	WP_013430271.1		DNA repair protein RecO	recO		CALKRO_RS06590	735	244	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1472816	1474120	+							CALKRO_RS06595	1305		old_locus_tag=Calkro_1300
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1472816	1474120	+	WP_013430272.1	WP_013430272.1		glycine--tRNA ligase			CALKRO_RS06595	1305	434	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1474257	1476884	+					ppdK		CALKRO_RS06600	2628		old_locus_tag=Calkro_1301
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1474257	1476884	+	WP_041741943.1	WP_041741943.1		pyruvate, phosphate dikinase	ppdK		CALKRO_RS06600	2628	875	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1477041	1478063	+							CALKRO_RS06605	1023		old_locus_tag=Calkro_1302
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1477041	1478063	+	WP_013430274.1	WP_013430274.1		DeoR family transcriptional regulator			CALKRO_RS06605	1023	340	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1478145	1479158	+					gap		CALKRO_RS06610	1014		old_locus_tag=Calkro_1303
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1478145	1479158	+	WP_013430275.1	WP_013430275.1		type I glyceraldehyde-3-phosphate dehydrogenase	gap		CALKRO_RS06610	1014	337	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1479270	1481222	+					tpiA		CALKRO_RS06615	1953		old_locus_tag=Calkro_1304
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1479270	1481222	+	WP_013430276.1	WP_013430276.1		triose-phosphate isomerase	tpiA		CALKRO_RS06615	1953	650	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1481247	1482785	+					gpmI		CALKRO_RS06620	1539		old_locus_tag=Calkro_1305
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1481247	1482785	+	WP_013430277.1	WP_013430277.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI		CALKRO_RS06620	1539	512	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1482833	1484137	+					eno		CALKRO_RS06625	1305		old_locus_tag=Calkro_1306
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1482833	1484137	+	WP_013430278.1	WP_013430278.1		phosphopyruvate hydratase	eno		CALKRO_RS06625	1305	434	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1484311	1485705	+					uxaC		CALKRO_RS06630	1395		old_locus_tag=Calkro_1307
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1484311	1485705	+	WP_013430279.1	WP_013430279.1		glucuronate isomerase	uxaC		CALKRO_RS06630	1395	464	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1485865	1486113	+							CALKRO_RS06635	249		old_locus_tag=Calkro_1308
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1485865	1486113	+	WP_013430280.1	WP_013430280.1		DUF6364 family protein			CALKRO_RS06635	249	82	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1486100	1486540	+							CALKRO_RS06640	441		old_locus_tag=Calkro_1309
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1486100	1486540	+	WP_013430281.1	WP_013430281.1		PIN domain-containing protein			CALKRO_RS06640	441	146	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1487150	1487296	+							CALKRO_RS13610	147		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1487150	1487296	+	WP_158304417.1	WP_158304417.1		hypothetical protein			CALKRO_RS13610	147	48	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1487619	1487981	+							CALKRO_RS06650	363		old_locus_tag=Calkro_1311
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1487619	1487981	+	WP_237699041.1	WP_237699041.1		hypothetical protein			CALKRO_RS06650	363	120	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1488880	1489209	+							CALKRO_RS06660	330		old_locus_tag=Calkro_1312
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1488880	1489209	+	WP_013430283.1	WP_013430283.1		LysM peptidoglycan-binding domain-containing protein			CALKRO_RS06660	330	109	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1489220	1490206	-							CALKRO_RS06665	987		old_locus_tag=Calkro_1313
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1489220	1490206	-	WP_013430284.1	WP_013430284.1		tyrosine recombinase XerC			CALKRO_RS06665	987	328	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1490337	1490882	-							CALKRO_RS06670	546		old_locus_tag=Calkro_1314
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1490337	1490882	-	WP_013430285.1	WP_013430285.1		hypothetical protein			CALKRO_RS06670	546	181	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1491073	1492245	+							CALKRO_RS06675	1173		old_locus_tag=Calkro_1315
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1491073	1492245	+	WP_013430286.1	WP_013430286.1		ABC transporter substrate-binding protein			CALKRO_RS06675	1173	390	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1492365	1493249	+							CALKRO_RS06680	885		old_locus_tag=Calkro_1316
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1492365	1493249	+	WP_013430287.1	WP_013430287.1		branched-chain amino acid ABC transporter permease			CALKRO_RS06680	885	294	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1493256	1494194	+							CALKRO_RS06685	939		old_locus_tag=Calkro_1317
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1493256	1494194	+	WP_013430288.1	WP_013430288.1		branched-chain amino acid ABC transporter permease			CALKRO_RS06685	939	312	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1494187	1494957	+							CALKRO_RS06690	771		old_locus_tag=Calkro_1318
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1494187	1494957	+	WP_013430289.1	WP_013430289.1		ABC transporter ATP-binding protein			CALKRO_RS06690	771	256	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1494950	1495654	+							CALKRO_RS06695	705		old_locus_tag=Calkro_1319
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1494950	1495654	+	WP_013430290.1	WP_013430290.1		ABC transporter ATP-binding protein			CALKRO_RS06695	705	234	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1496108	1496293	-							CALKRO_RS06700	186		old_locus_tag=Calkro_1320
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1496108	1496293	-	WP_013430291.1	WP_013430291.1		hypothetical protein			CALKRO_RS06700	186	61	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1496310	1496876	-							CALKRO_RS06705	567		old_locus_tag=Calkro_1321
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1496310	1496876	-	WP_237699042.1	WP_237699042.1		ABC transporter ATP-binding protein			CALKRO_RS06705	567	188	
gene	pseudogene	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1497800	1498572	-							CALKRO_RS13840	773		partial;pseudo;old_locus_tag=Calkro_1322
CDS	without_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1497800	1498572	-				transposase			CALKRO_RS13840	773		partial;pseudo
gene	pseudogene	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1498615	1498671	-							CALKRO_RS13845	57		partial;pseudo
CDS	without_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1498615	1498671	-				hypothetical protein			CALKRO_RS13845	57		partial;pseudo
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1498668	1498967	-							CALKRO_RS13850	300		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1498668	1498967	-	WP_237699043.1	WP_237699043.1		transposase family protein			CALKRO_RS13850	300	99	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1499097	1499672	-					pyrE		CALKRO_RS06715	576		old_locus_tag=Calkro_1323
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1499097	1499672	-	WP_013430293.1	WP_013430293.1		orotate phosphoribosyltransferase	pyrE		CALKRO_RS06715	576	191	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1499665	1500387	-							CALKRO_RS06720	723		old_locus_tag=Calkro_1324
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1499665	1500387	-	WP_013430294.1	WP_013430294.1		histidine phosphatase family protein			CALKRO_RS06720	723	240	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1500400	1501302	-							CALKRO_RS06725	903		old_locus_tag=Calkro_1325
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1500400	1501302	-	WP_013430295.1	WP_013430295.1		dihydroorotate dehydrogenase			CALKRO_RS06725	903	300	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1501299	1502066	-							CALKRO_RS06730	768		old_locus_tag=Calkro_1326
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1501299	1502066	-	WP_013430296.1	WP_013430296.1		dihydroorotate dehydrogenase electron transfer subunit			CALKRO_RS06730	768	255	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1502047	1505274	-					carB		CALKRO_RS06735	3228		old_locus_tag=Calkro_1327
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1502047	1505274	-	WP_013430297.1	WP_013430297.1		carbamoyl-phosphate synthase large subunit	carB		CALKRO_RS06735	3228	1075	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1505307	1506224	-					pyrF		CALKRO_RS06740	918		old_locus_tag=Calkro_1328
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1505307	1506224	-	WP_013430298.1	WP_013430298.1		orotidine-5'-phosphate decarboxylase	pyrF		CALKRO_RS06740	918	305	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1506218	1507510	-							CALKRO_RS06745	1293		old_locus_tag=Calkro_1329
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1506218	1507510	-	WP_013430299.1	WP_013430299.1		dihydroorotase			CALKRO_RS06745	1293	430	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1507510	1508427	-							CALKRO_RS06750	918		old_locus_tag=Calkro_1330
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1507510	1508427	-	WP_013430300.1	WP_013430300.1		aspartate carbamoyltransferase catalytic subunit			CALKRO_RS06750	918	305	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1508480	1509853	-					uraA		CALKRO_RS06755	1374		old_locus_tag=Calkro_1331
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1508480	1509853	-	WP_013430301.1	WP_013430301.1		uracil permease	uraA		CALKRO_RS06755	1374	457	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1509882	1510430	-					pyrR		CALKRO_RS06760	549		old_locus_tag=Calkro_1332
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1509882	1510430	-	WP_013430302.1	WP_013430302.1		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR		CALKRO_RS06760	549	182	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1510662	1511561	-							CALKRO_RS06765	900		old_locus_tag=Calkro_1333
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1510662	1511561	-	WP_013430303.1	WP_013430303.1		RluA family pseudouridine synthase			CALKRO_RS06765	900	299	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1511558	1512010	-					lspA		CALKRO_RS06770	453		old_locus_tag=Calkro_1334
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1511558	1512010	-	WP_013430304.1	WP_013430304.1		signal peptidase II	lspA		CALKRO_RS06770	453	150	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1512056	1512520	-							CALKRO_RS06775	465		old_locus_tag=Calkro_1335
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1512056	1512520	-	WP_013430305.1	WP_013430305.1		hypothetical protein			CALKRO_RS06775	465	154	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1512614	1513348	-							CALKRO_RS06780	735		old_locus_tag=Calkro_1336
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1512614	1513348	-	WP_013430306.1	WP_013430306.1		hypothetical protein			CALKRO_RS06780	735	244	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1513752	1514492	-							CALKRO_RS06790	741		old_locus_tag=Calkro_1337
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1513752	1514492	-	WP_013430307.1	WP_013430307.1		hypothetical protein			CALKRO_RS06790	741	246	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1514622	1518122	-							CALKRO_RS06795	3501		old_locus_tag=Calkro_1338
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1514622	1518122	-	WP_013430308.1	WP_013430308.1		VWA domain-containing protein			CALKRO_RS06795	3501	1166	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1518260	1518877	-							CALKRO_RS06800	618		old_locus_tag=Calkro_1339
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1518260	1518877	-	WP_013430309.1	WP_013430309.1		TraR/DksA C4-type zinc finger protein			CALKRO_RS06800	618	205	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1518907	1519185	-							CALKRO_RS06805	279		old_locus_tag=Calkro_1340
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1518907	1519185	-	WP_013430310.1	WP_013430310.1		DUF5665 domain-containing protein			CALKRO_RS06805	279	92	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1519287	1520060	+							CALKRO_RS06810	774		old_locus_tag=Calkro_1341
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1519287	1520060	+	WP_013430311.1	WP_013430311.1		S-methyl-5'-thioadenosine phosphorylase			CALKRO_RS06810	774	257	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1520069	1521097	+					mtnA		CALKRO_RS06815	1029		old_locus_tag=Calkro_1342
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1520069	1521097	+	WP_013430312.1	WP_013430312.1		S-methyl-5-thioribose-1-phosphate isomerase	mtnA		CALKRO_RS06815	1029	342	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1521289	1521915	+							CALKRO_RS06820	627		old_locus_tag=Calkro_1343
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1521289	1521915	+	WP_013430313.1	WP_013430313.1		hypothetical protein			CALKRO_RS06820	627	208	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1521951	1523153	-							CALKRO_RS06825	1203		old_locus_tag=Calkro_1344
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1521951	1523153	-	WP_013430314.1	WP_013430314.1		hypothetical protein			CALKRO_RS06825	1203	400	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1523176	1523820	-							CALKRO_RS06830	645		old_locus_tag=Calkro_1345
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1523176	1523820	-	WP_013430315.1	WP_013430315.1		hypothetical protein			CALKRO_RS06830	645	214	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1523854	1525413	-							CALKRO_RS06835	1560		old_locus_tag=Calkro_1346
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1523854	1525413	-	WP_013430316.1	WP_013430316.1		peptidase M56			CALKRO_RS06835	1560	519	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1525421	1525801	-							CALKRO_RS06840	381		old_locus_tag=Calkro_1347
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1525421	1525801	-	WP_013430317.1	WP_013430317.1		BlaI/MecI/CopY family transcriptional regulator			CALKRO_RS06840	381	126	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1525999	1526733	-							CALKRO_RS13855	735		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1525999	1526733	-	WP_237699044.1	WP_237699044.1		hypothetical protein			CALKRO_RS13855	735	244	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1526730	1527230	-							CALKRO_RS13860	501		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1526730	1527230	-	WP_237699045.1	WP_237699045.1		hypothetical protein			CALKRO_RS13860	501	166	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1527908	1528993	-					aroB		CALKRO_RS06850	1086		old_locus_tag=Calkro_1351
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1527908	1528993	-	WP_013430318.1	WP_013430318.1		3-dehydroquinate synthase	aroB		CALKRO_RS06850	1086	361	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1529075	1531837	-					ileS		CALKRO_RS06855	2763		old_locus_tag=Calkro_1352
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1529075	1531837	-	WP_013430319.1	WP_013430319.1		isoleucine--tRNA ligase	ileS		CALKRO_RS06855	2763	920	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1531866	1532327	-							CALKRO_RS06860	462		old_locus_tag=Calkro_1353
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1531866	1532327	-	WP_013290501.1	WP_013290501.1		DivIVA domain-containing protein			CALKRO_RS06860	462	153	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1532352	1533119	-							CALKRO_RS06865	768		old_locus_tag=Calkro_1354
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1532352	1533119	-	WP_013430320.1	WP_013430320.1		YlmH/Sll1252 family protein			CALKRO_RS06865	768	255	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1533138	1533413	-							CALKRO_RS06870	276		old_locus_tag=Calkro_1355
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1533138	1533413	-	WP_013430321.1	WP_013430321.1		YggT family protein			CALKRO_RS06870	276	91	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1533442	1533879	-							CALKRO_RS06875	438		old_locus_tag=Calkro_1356
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1533442	1533879	-	WP_013430322.1	WP_013430322.1		cell division protein SepF			CALKRO_RS06875	438	145	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1533899	1534600	-							CALKRO_RS06880	702		old_locus_tag=Calkro_1357
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1533899	1534600	-	WP_013430323.1	WP_013430323.1		YggS family pyridoxal phosphate-dependent enzyme			CALKRO_RS06880	702	233	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1534616	1535761	-							CALKRO_RS06885	1146		old_locus_tag=Calkro_1358
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1534616	1535761	-	WP_013430324.1	WP_013430324.1		endonuclease Q family protein			CALKRO_RS06885	1146	381	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1535758	1536309	-							CALKRO_RS06890	552		old_locus_tag=Calkro_1359
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1535758	1536309	-	WP_013430325.1	WP_013430325.1		NUDIX hydrolase			CALKRO_RS06890	552	183	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1536319	1537371	-							CALKRO_RS06895	1053		old_locus_tag=Calkro_1360
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1536319	1537371	-	WP_013430326.1	WP_013430326.1		DUF3866 family protein			CALKRO_RS06895	1053	350	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1537378	1537815	-					rnhA		CALKRO_RS06900	438		old_locus_tag=Calkro_1361
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1537378	1537815	-	WP_013430327.1	WP_013430327.1		ribonuclease HI	rnhA		CALKRO_RS06900	438	145	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1537828	1538610	-					proC		CALKRO_RS06905	783		old_locus_tag=Calkro_1362
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1537828	1538610	-	WP_013430328.1	WP_013430328.1		pyrroline-5-carboxylate reductase	proC		CALKRO_RS06905	783	260	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1538607	1540151	-							CALKRO_RS06910	1545		old_locus_tag=Calkro_1363
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1538607	1540151	-	WP_013430329.1	WP_013430329.1		polysaccharide biosynthesis protein			CALKRO_RS06910	1545	514	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	1540226	1541029	-					spo0A		CALKRO_RS06915	804		old_locus_tag=Calkro_1364
