# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1098651	1100291	+	WP_013411963.1	WP_013411963.1		DAK2 domain-containing protein			CALOW_RS05080	1641	546	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1100299	1102338	+					recG		CALOW_RS05085	2040		old_locus_tag=Calow_1015
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1100299	1102338	+	WP_013411964.1	WP_013411964.1		ATP-dependent DNA helicase RecG	recG		CALOW_RS05085	2040	679	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1102437	1102634	+							CALOW_RS05090	198		old_locus_tag=Calow_1016
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1102437	1102634	+	WP_013411965.1	WP_013411965.1		alpha/beta-type small acid-soluble spore protein			CALOW_RS05090	198	65	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1102758	1103312	+					rsmD		CALOW_RS05095	555		old_locus_tag=Calow_1017
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1102758	1103312	+	WP_013411966.1	WP_013411966.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		CALOW_RS05095	555	184	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1103309	1103815	+					coaD		CALOW_RS05100	507		old_locus_tag=Calow_1018
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1103309	1103815	+	WP_013403385.1	WP_013403385.1		pantetheine-phosphate adenylyltransferase	coaD		CALOW_RS05100	507	168	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1103815	1104273	+							CALOW_RS05105	459		old_locus_tag=Calow_1019
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1103815	1104273	+	WP_013411967.1	WP_013411967.1		ATPase			CALOW_RS05105	459	152	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1104268	1105245	-							CALOW_RS05110	978		old_locus_tag=Calow_1020
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1104268	1105245	-	WP_013411968.1	WP_013411968.1		nucleoside recognition protein			CALOW_RS05110	978	325	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1105313	1106071	+							CALOW_RS05115	759		old_locus_tag=Calow_1021
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1105313	1106071	+	WP_013411969.1	WP_013411969.1		patatin-like phospholipase family protein			CALOW_RS05115	759	252	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1106060	1107262	-							CALOW_RS05120	1203		old_locus_tag=Calow_1022
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1106060	1107262	-	WP_013411970.1	WP_013411970.1		nucleotidyltransferase			CALOW_RS05120	1203	400	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1107452	1108597	+							CALOW_RS05125	1146		old_locus_tag=Calow_1023
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1107452	1108597	+	WP_013411971.1	WP_013411971.1		acyl-CoA dehydrogenase family protein			CALOW_RS05125	1146	381	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1108630	1109418	+							CALOW_RS05130	789		old_locus_tag=Calow_1024
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1108630	1109418	+	WP_013411972.1	WP_013411972.1		electron transfer flavoprotein subunit beta/FixA family protein			CALOW_RS05130	789	262	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1109454	1110458	+							CALOW_RS05135	1005		old_locus_tag=Calow_1025
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1109454	1110458	+	WP_013411973.1	WP_013411973.1		electron transfer flavoprotein subunit alpha/FixB family protein			CALOW_RS05135	1005	334	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1110491	1111378	+							CALOW_RS05140	888		old_locus_tag=Calow_1026
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1110491	1111378	+	WP_013411974.1	WP_013411974.1		MBL fold metallo-hydrolase			CALOW_RS05140	888	295	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1111397	1112185	+							CALOW_RS05145	789		old_locus_tag=Calow_1027
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1111397	1112185	+	WP_013411975.1	WP_013411975.1		hypothetical protein			CALOW_RS05145	789	262	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1112230	1113339	+							CALOW_RS05150	1110		old_locus_tag=Calow_1028
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1112230	1113339	+	WP_013411976.1	WP_013411976.1		DegT/DnrJ/EryC1/StrS family aminotransferase			CALOW_RS05150	1110	369	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1113339	1114652	+							CALOW_RS05155	1314		old_locus_tag=Calow_1029
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1113339	1114652	+	WP_013411977.1	WP_013411977.1		nucleotide sugar dehydrogenase			CALOW_RS05155	1314	437	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1114682	1115806	+							CALOW_RS05160	1125		old_locus_tag=Calow_1030
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1114682	1115806	+	WP_013411978.1	WP_013411978.1		Gfo/Idh/MocA family oxidoreductase			CALOW_RS05160	1125	374	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1115803	1116543	+							CALOW_RS05165	741		old_locus_tag=Calow_1031
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1115803	1116543	+	WP_013411979.1	WP_013411979.1		N-acetyltransferase			CALOW_RS05165	741	246	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1116509	1117699	+							CALOW_RS05170	1191		old_locus_tag=Calow_1032
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1116509	1117699	+	WP_013411980.1	WP_013411980.1		O-antigen ligase family protein			CALOW_RS05170	1191	396	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1117683	1118966	+							CALOW_RS05175	1284		old_locus_tag=Calow_1033
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1117683	1118966	+	WP_013411981.1	WP_013411981.1		O-antigen ligase family protein			CALOW_RS05175	1284	427	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1118978	1120069	+							CALOW_RS05180	1092		old_locus_tag=Calow_1034
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1118978	1120069	+	WP_238525042.1	WP_238525042.1		glycosyltransferase family 4 protein			CALOW_RS05180	1092	363	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1120101	1121438	+							CALOW_RS05185	1338		old_locus_tag=Calow_1035
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1120101	1121438	+	WP_013411983.1	WP_013411983.1		LCP family protein			CALOW_RS05185	1338	445	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1121521	1122027	+							CALOW_RS05190	507		old_locus_tag=Calow_1036
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1121521	1122027	+	WP_013411984.1	WP_013411984.1		CarD family transcriptional regulator			CALOW_RS05190	507	168	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1122042	1122980	+							CALOW_RS05195	939		old_locus_tag=Calow_1037
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1122042	1122980	+	WP_013411985.1	WP_013411985.1		DUF624 domain-containing protein			CALOW_RS05195	939	312	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1123030	1123635	+							CALOW_RS05200	606		old_locus_tag=Calow_1038
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1123030	1123635	+	WP_013411986.1	WP_013411986.1		50S ribosomal protein L25/general stress protein Ctc			CALOW_RS05200	606	201	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1123737	1124036	-							CALOW_RS05205	300		
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1123737	1124036	-	WP_041737545.1	WP_041737545.1		hypothetical protein			CALOW_RS05205	300	99	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1124281	1125666	-					argH		CALOW_RS05210	1386		old_locus_tag=Calow_1039
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1124281	1125666	-	WP_013411987.1	WP_013411987.1		argininosuccinate lyase	argH		CALOW_RS05210	1386	461	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1125653	1126870	-							CALOW_RS05215	1218		old_locus_tag=Calow_1040
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1125653	1126870	-	WP_013411988.1	WP_013411988.1		argininosuccinate synthase			CALOW_RS05215	1218	405	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1127028	1127618	+					nadD		CALOW_RS05220	591		old_locus_tag=Calow_1041
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1127028	1127618	+	WP_013411989.1	WP_013411989.1		nicotinate (nicotinamide) nucleotide adenylyltransferase	nadD		CALOW_RS05220	591	196	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1127615	1128193	+					yqeK		CALOW_RS05225	579		old_locus_tag=Calow_1042
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1127615	1128193	+	WP_013411990.1	WP_013411990.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK		CALOW_RS05225	579	192	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1128190	1129401	+							CALOW_RS05230	1212		old_locus_tag=Calow_1043
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1128190	1129401	+	WP_013411991.1	WP_013411991.1		LCP family protein			CALOW_RS05230	1212	403	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1129423	1129755	+					rsfS		CALOW_RS05235	333		old_locus_tag=Calow_1044
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1129423	1129755	+	WP_013411992.1	WP_013411992.1		ribosome silencing factor	rsfS		CALOW_RS05235	333	110	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1129802	1132255	+					leuS		CALOW_RS05240	2454		old_locus_tag=Calow_1045
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1129802	1132255	+	WP_013411993.1	WP_013411993.1		leucine--tRNA ligase	leuS		CALOW_RS05240	2454	817	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1132287	1133522	-							CALOW_RS05245	1236		old_locus_tag=Calow_1046
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1132287	1133522	-	WP_238525023.1	WP_238525023.1		D-alanyl-D-alanine carboxypeptidase			CALOW_RS05245	1236	411	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1133791	1134453	+							CALOW_RS05250	663		old_locus_tag=Calow_1047
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1133791	1134453	+	WP_013411995.1	WP_013411995.1		helix-hairpin-helix domain-containing protein			CALOW_RS05250	663	220	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1134589	1136028	+							CALOW_RS05255	1440		old_locus_tag=Calow_1048
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1134589	1136028	+	WP_013411299.1	WP_013411299.1		ISLre2-like element ISCow1 family transposase			CALOW_RS05255	1440	479	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1136138	1136659	+							CALOW_RS05260	522		old_locus_tag=Calow_1049
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1136138	1136659	+	WP_013411996.1	WP_013411996.1		DUF177 domain-containing protein			CALOW_RS05260	522	173	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1136666	1136842	+					rpmF		CALOW_RS05265	177		old_locus_tag=Calow_1050
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1136666	1136842	+	WP_013403355.1	WP_013403355.1		50S ribosomal protein L32	rpmF		CALOW_RS05265	177	58	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1137005	1137547	+							CALOW_RS05270	543		old_locus_tag=Calow_1051
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1137005	1137547	+	WP_013411997.1	WP_013411997.1		5-formyltetrahydrofolate cyclo-ligase			CALOW_RS05270	543	180	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1137528	1138598	+							CALOW_RS05275	1071		old_locus_tag=Calow_1052
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1137528	1138598	+	WP_013411998.1	WP_013411998.1		HD-GYP domain-containing protein			CALOW_RS05275	1071	356	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1138631	1142053	+							CALOW_RS05280	3423		old_locus_tag=Calow_1053
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1138631	1142053	+	WP_013411999.1	WP_013411999.1		DNA polymerase III subunit alpha			CALOW_RS05280	3423	1140	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1142101	1142349	+					mtrB		CALOW_RS05285	249		old_locus_tag=Calow_1054
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1142101	1142349	+	WP_013403351.1	WP_013403351.1		trp RNA-binding attenuation protein MtrB	mtrB		CALOW_RS05285	249	82	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1142369	1142560	+							CALOW_RS05290	192		old_locus_tag=Calow_1055
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1142369	1142560	+	WP_013412000.1	WP_013412000.1		hypothetical protein			CALOW_RS05290	192	63	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1142594	1143553	+					pfkA		CALOW_RS05295	960		old_locus_tag=Calow_1056
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1142594	1143553	+	WP_202944259.1	WP_202944259.1		6-phosphofructokinase	pfkA		CALOW_RS05295	960	319	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1143575	1145326	+					pyk		CALOW_RS05300	1752		old_locus_tag=Calow_1057
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1143575	1145326	+	WP_013412002.1	WP_013412002.1		pyruvate kinase	pyk		CALOW_RS05300	1752	583	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1145350	1145769	+							CALOW_RS05305	420		old_locus_tag=Calow_1058
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1145350	1145769	+	WP_013412003.1	WP_013412003.1		acyl-CoA thioesterase			CALOW_RS05305	420	139	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1145868	1146044	+					rpsU		CALOW_RS05310	177		old_locus_tag=Calow_1059
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1145868	1146044	+	WP_011917352.1	WP_011917352.1		30S ribosomal protein S21	rpsU		CALOW_RS05310	177	58	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1146064	1146525	+							CALOW_RS05315	462		old_locus_tag=Calow_1060
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1146064	1146525	+	WP_013412004.1	WP_013412004.1		GatB/YqeY domain-containing protein			CALOW_RS05315	462	153	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1146646	1146942	+					yqfC		CALOW_RS05320	297		old_locus_tag=Calow_1061
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1146646	1146942	+	WP_013412005.1	WP_013412005.1		sporulation protein YqfC	yqfC		CALOW_RS05320	297	98	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1146950	1148095	+							CALOW_RS05325	1146		old_locus_tag=Calow_1062
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1146950	1148095	+	WP_013412006.1	WP_013412006.1		sporulation protein YqfD			CALOW_RS05325	1146	381	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1148118	1149095	+							CALOW_RS05330	978		old_locus_tag=Calow_1063
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1148118	1149095	+	WP_013412007.1	WP_013412007.1		PhoH family protein			CALOW_RS05330	978	325	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1149338	1150609	+							CALOW_RS05335	1272		old_locus_tag=Calow_1064
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1149338	1150609	+	WP_238525024.1	WP_238525024.1		HDIG domain-containing protein			CALOW_RS05335	1272	423	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1150578	1151054	+					ybeY		CALOW_RS05340	477		old_locus_tag=Calow_1065
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1150578	1151054	+	WP_013412009.1	WP_013412009.1		rRNA maturation RNase YbeY	ybeY		CALOW_RS05340	477	158	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1151051	1151749	+							CALOW_RS05345	699		old_locus_tag=Calow_1066
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1151051	1151749	+	WP_013412010.1	WP_013412010.1		diacylglycerol kinase			CALOW_RS05345	699	232	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1151763	1152833	+							CALOW_RS05350	1071		old_locus_tag=Calow_1067
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1151763	1152833	+	WP_013412011.1	WP_013412011.1		DUF3048 domain-containing protein			CALOW_RS05350	1071	356	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1152850	1154472	+							CALOW_RS05355	1623		old_locus_tag=Calow_1068
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1152850	1154472	+	WP_013412012.1	WP_013412012.1		MBL fold metallo-hydrolase			CALOW_RS05355	1623	540	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1154481	1154996	-							CALOW_RS05360	516		old_locus_tag=Calow_1069
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1154481	1154996	-	WP_013412013.1	WP_013412013.1		hypothetical protein			CALOW_RS05360	516	171	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1155097	1156245	+					aroC		CALOW_RS05365	1149		old_locus_tag=Calow_1070
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1155097	1156245	+	WP_013412014.1	WP_013412014.1		chorismate synthase	aroC		CALOW_RS05365	1149	382	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1156308	1157435	+							CALOW_RS05370	1128		old_locus_tag=Calow_1071
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1156308	1157435	+	WP_049778047.1	WP_049778047.1		D-alanyl-D-alanine carboxypeptidase			CALOW_RS05370	1128	375	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1157470	1157700	-							CALOW_RS05375	231		old_locus_tag=Calow_1072
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1157470	1157700	-	WP_013290567.1	WP_013290567.1		HPr family phosphocarrier protein			CALOW_RS05375	231	76	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1157903	1159207	+					mtaB		CALOW_RS05380	1305		old_locus_tag=Calow_1073
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1157903	1159207	+	WP_013412016.1	WP_013412016.1		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB		CALOW_RS05380	1305	434	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1159233	1160255	+					pheS		CALOW_RS05385	1023		old_locus_tag=Calow_1074
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1159233	1160255	+	WP_013412017.1	WP_013412017.1		phenylalanine--tRNA ligase subunit alpha	pheS		CALOW_RS05385	1023	340	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1160284	1162659	+					pheT		CALOW_RS05390	2376		old_locus_tag=Calow_1075
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1160284	1162659	+	WP_013412018.1	WP_013412018.1		phenylalanine--tRNA ligase subunit beta	pheT		CALOW_RS05390	2376	791	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1162668	1164812	+							CALOW_RS05395	2145		old_locus_tag=Calow_1076
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1162668	1164812	+	WP_013412019.1	WP_013412019.1		UvrD-helicase domain-containing protein			CALOW_RS05395	2145	714	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1164805	1165266	+							CALOW_RS05400	462		old_locus_tag=Calow_1077
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1164805	1165266	+	WP_238525025.1	WP_238525025.1		divergent PAP2 family protein			CALOW_RS05400	462	153	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1165987	1166538	+							CALOW_RS05410	552		old_locus_tag=Calow_1078
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1165987	1166538	+	WP_013290561.1	WP_013290561.1		hypothetical protein			CALOW_RS05410	552	183	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1166557	1168407	+					dxs		CALOW_RS05415	1851		old_locus_tag=Calow_1079
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1166557	1168407	+	WP_013412021.1	WP_013412021.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs		CALOW_RS05415	1851	616	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1168404	1169213	+							CALOW_RS05420	810		old_locus_tag=Calow_1080
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1168404	1169213	+	WP_013412022.1	WP_013412022.1		TlyA family RNA methyltransferase			CALOW_RS05420	810	269	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1169234	1169587	+							CALOW_RS05425	354		old_locus_tag=Calow_1081
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1169234	1169587	+	WP_013412023.1	WP_013412023.1		hypothetical protein			CALOW_RS05425	354	117	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1169593	1170012	+							CALOW_RS05430	420		old_locus_tag=Calow_1082
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1169593	1170012	+	WP_013412024.1	WP_013412024.1		ATP-binding protein			CALOW_RS05430	420	139	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1170048	1171379	+							CALOW_RS05435	1332		old_locus_tag=Calow_1083
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1170048	1171379	+	WP_013412025.1	WP_013412025.1		4Fe-4S dicluster domain-containing protein			CALOW_RS05435	1332	443	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1171379	1171729	+							CALOW_RS05440	351		old_locus_tag=Calow_1084
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1171379	1171729	+	WP_013412026.1	WP_013412026.1		hypothetical protein			CALOW_RS05440	351	116	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1171713	1172414	+							CALOW_RS05445	702		old_locus_tag=Calow_1085
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1171713	1172414	+	WP_013412027.1	WP_013412027.1		PHP domain-containing protein			CALOW_RS05445	702	233	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1172523	1173005	+					nuoE		CALOW_RS05450	483		old_locus_tag=Calow_1086
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1172523	1173005	+	WP_013412028.1	WP_013412028.1		NADH-quinone oxidoreductase subunit NuoE	nuoE		CALOW_RS05450	483	160	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1173048	1173605	+							CALOW_RS05455	558		old_locus_tag=Calow_1087
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1173048	1173605	+	WP_013412029.1	WP_013412029.1		ATP-binding protein			CALOW_RS05455	558	185	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1173602	1173991	+							CALOW_RS05460	390		old_locus_tag=Calow_1088
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1173602	1173991	+	WP_013412030.1	WP_013412030.1		(2Fe-2S) ferredoxin domain-containing protein			CALOW_RS05460	390	129	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1174010	1175806	+					nuoF		CALOW_RS05465	1797		old_locus_tag=Calow_1089
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1174010	1175806	+	WP_013412031.1	WP_013412031.1		NADH-quinone oxidoreductase subunit NuoF	nuoF		CALOW_RS05465	1797	598	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1175826	1177565	+							CALOW_RS05470	1740		old_locus_tag=Calow_1090
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	1175826	1177565	+	WP_013412032.1	WP_013412032.1		2Fe-2S iron-sulfur cluster binding domain-containing protein			CALOW_RS05470	1740	579	
