# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1137011	1137175	+					rpmG		COB47_RS11930	165		old_locus_tag=COB47_1020
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1137011	1137175	+	WP_013290321.1	WP_013290321.1		50S ribosomal protein L33	rpmG		COB47_RS11930	165	54	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1137217	1137468	+					secE		COB47_RS05135	252		old_locus_tag=COB47_1021
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1137217	1137468	+	WP_237699014.1	WP_237699014.1		preprotein translocase subunit SecE	secE		COB47_RS05135	252	83	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1137516	1138040	+					nusG		COB47_RS05140	525		old_locus_tag=COB47_1022
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1137516	1138040	+	WP_013290323.1	WP_013290323.1		transcription termination/antitermination protein NusG	nusG		COB47_RS05140	525	174	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1138081	1138506	+					rplK		COB47_RS05145	426		old_locus_tag=COB47_1023
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1138081	1138506	+	WP_013290324.1	WP_013290324.1		50S ribosomal protein L11	rplK		COB47_RS05145	426	141	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1138583	1139275	+					rplA		COB47_RS05150	693		old_locus_tag=COB47_1024
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1138583	1139275	+	WP_013290325.1	WP_013290325.1		50S ribosomal protein L1	rplA		COB47_RS05150	693	230	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1139513	1140046	+					rplJ		COB47_RS05155	534		old_locus_tag=COB47_1025
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1139513	1140046	+	WP_237699025.1	WP_237699025.1		50S ribosomal protein L10	rplJ		COB47_RS05155	534	177	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1140095	1140484	+					rplL		COB47_RS05160	390		old_locus_tag=COB47_1026
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1140095	1140484	+	WP_013290327.1	WP_013290327.1		50S ribosomal protein L7/L12	rplL		COB47_RS05160	390	129	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1140614	1140985	+							COB47_RS05165	372		old_locus_tag=COB47_1027
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1140614	1140985	+	WP_013290328.1	WP_013290328.1		hypothetical protein			COB47_RS05165	372	123	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1141036	1142829	-							COB47_RS05170	1794		old_locus_tag=COB47_1028
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1141036	1142829	-	WP_013290329.1	WP_013290329.1		ABC transporter ATP-binding protein/permease			COB47_RS05170	1794	597	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1142826	1144571	-							COB47_RS05175	1746		old_locus_tag=COB47_1029
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1142826	1144571	-	WP_013290330.1	WP_013290330.1		ABC transporter ATP-binding protein/permease			COB47_RS05175	1746	581	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1144768	1147317	+							COB47_RS05180	2550		old_locus_tag=COB47_1030
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1144768	1147317	+	WP_013290331.1	WP_013290331.1		calcium-translocating P-type ATPase, PMCA-type			COB47_RS05180	2550	849	
gene	pseudogene	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1147404	1148636	+							COB47_RS05185	1233		partial;pseudo;old_locus_tag=COB47_1031
CDS	without_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1147404	1148636	+				FAD-dependent oxidoreductase			COB47_RS05185	1233		partial;pseudo
gene	pseudogene	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1148775	1149056	+							COB47_RS12555	282		partial;pseudo
CDS	without_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1148775	1149056	+				pyridine nucleotide-disulfide oxidoreductase			COB47_RS12555	282		partial;pseudo
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1149071	1149745	+					ispD		COB47_RS05190	675		old_locus_tag=COB47_1032
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1149071	1149745	+	WP_013290333.1	WP_013290333.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		COB47_RS05190	675	224	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1149796	1150605	+							COB47_RS05195	810		old_locus_tag=COB47_1033
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1149796	1150605	+	WP_013290334.1	WP_013290334.1		Asp23/Gls24 family envelope stress response protein			COB47_RS05195	810	269	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1150614	1151372	-							COB47_RS05200	759		old_locus_tag=COB47_1034
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1150614	1151372	-	WP_013290335.1	WP_013290335.1		DUF6062 family protein			COB47_RS05200	759	252	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1151560	1153923	+							COB47_RS05205	2364		old_locus_tag=COB47_1035
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1151560	1153923	+	WP_013290336.1	WP_013290336.1		ATP-binding protein			COB47_RS05205	2364	787	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1153944	1154456	+							COB47_RS05210	513		old_locus_tag=COB47_1036
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1153944	1154456	+	WP_083771535.1	WP_083771535.1		nitroreductase family protein			COB47_RS05210	513	170	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1154477	1154869	+							COB47_RS05215	393		old_locus_tag=COB47_1037
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1154477	1154869	+	WP_013290338.1	WP_013290338.1		secondary thiamine-phosphate synthase enzyme YjbQ			COB47_RS05215	393	130	
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1154992	1155076	+							COB47_RS05220	85		old_locus_tag=COB47_R0032
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1154992	1155076	+				tRNA-Leu			COB47_RS05220	85		anticodon=TAG
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155132	1155221	+							COB47_RS05225	90		old_locus_tag=COB47_R0033
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155132	1155221	+				tRNA-Leu			COB47_RS05225	90		anticodon=TAA
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155227	1155302	+							COB47_RS05230	76		old_locus_tag=COB47_R0034
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155227	1155302	+				tRNA-Met			COB47_RS05230	76		anticodon=CAT
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155327	1155403	+							COB47_RS05235	77		old_locus_tag=COB47_R0035
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155327	1155403	+				tRNA-Met			COB47_RS05235	77		anticodon=CAT
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155424	1155498	+							COB47_RS05240	75		old_locus_tag=COB47_R0036
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155424	1155498	+				tRNA-Glu			COB47_RS05240	75		anticodon=TTC
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155631	1156242	+							COB47_RS05245	612		old_locus_tag=COB47_1038
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1155631	1156242	+	WP_013290339.1	WP_013290339.1		TetR/AcrR family transcriptional regulator			COB47_RS05245	612	203	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1156247	1157371	+							COB47_RS05250	1125		old_locus_tag=COB47_1039
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1156247	1157371	+	WP_013290340.1	WP_013290340.1		biotin/lipoyl-binding protein			COB47_RS05250	1125	374	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1157398	1157964	+							COB47_RS05255	567		old_locus_tag=COB47_1040
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1157398	1157964	+	WP_237699015.1	WP_237699015.1		ABC transporter ATP-binding protein			COB47_RS05255	567	188	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1157979	1158119	+							COB47_RS12560	141		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1157979	1158119	+	WP_237699016.1	WP_237699016.1		hypothetical protein			COB47_RS12560	141	46	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1158152	1159279	+							COB47_RS05260	1128		old_locus_tag=COB47_1041
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1158152	1159279	+	WP_013290341.1	WP_013290341.1		ABC transporter permease			COB47_RS05260	1128	375	
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1159376	1159462	+							COB47_RS05265	87		old_locus_tag=COB47_R0037
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1159376	1159462	+				tRNA-Leu			COB47_RS05265	87		anticodon=CAG
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1160030	1160314	+							COB47_RS12565	285		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1160030	1160314	+	WP_237699026.1	WP_237699026.1		site-specific integrase			COB47_RS12565	285	94	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1160443	1162116	+							COB47_RS05270	1674		old_locus_tag=COB47_1043
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1160443	1162116	+	WP_013290342.1	WP_013290342.1		diguanylate cyclase			COB47_RS05270	1674	557	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1162113	1162574	+					nrdR		COB47_RS05275	462		old_locus_tag=COB47_1044
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1162113	1162574	+	WP_013290343.1	WP_013290343.1		transcriptional regulator NrdR	nrdR		COB47_RS05275	462	153	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1162758	1163201	+							COB47_RS05280	444		old_locus_tag=COB47_1045
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1162758	1163201	+	WP_013290344.1	WP_013290344.1		Hsp20/alpha crystallin family protein			COB47_RS05280	444	147	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1163286	1165880	+					clpB		COB47_RS05285	2595		old_locus_tag=COB47_1046
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1163286	1165880	+	WP_013290345.1	WP_013290345.1		ATP-dependent chaperone ClpB	clpB		COB47_RS05285	2595	864	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1166056	1167357	+							COB47_RS05290	1302		old_locus_tag=COB47_1047
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1166056	1167357	+	WP_013290346.1	WP_013290346.1		phenylacetate--CoA ligase			COB47_RS05290	1302	433	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1167380	1169113	+					iorA		COB47_RS05295	1734		old_locus_tag=COB47_1048
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1167380	1169113	+	WP_013290347.1	WP_013290347.1		indolepyruvate ferredoxin oxidoreductase subunit alpha	iorA		COB47_RS05295	1734	577	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1169121	1169702	+							COB47_RS05300	582		old_locus_tag=COB47_1049
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1169121	1169702	+	WP_013290348.1	WP_013290348.1		indolepyruvate oxidoreductase subunit beta			COB47_RS05300	582	193	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1169718	1171019	+							COB47_RS05305	1302		old_locus_tag=COB47_1050
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1169718	1171019	+	WP_013290349.1	WP_013290349.1		phenylacetate--CoA ligase			COB47_RS05305	1302	433	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1171086	1171517	+							COB47_RS05310	432		old_locus_tag=COB47_1051
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1171086	1171517	+	WP_013290350.1	WP_013290350.1		ACT domain-containing protein			COB47_RS05310	432	143	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1171579	1171776	-							COB47_RS05315	198		old_locus_tag=COB47_1052
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1171579	1171776	-	WP_013290351.1	WP_013290351.1		alpha/beta-type small acid-soluble spore protein			COB47_RS05315	198	65	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1171956	1173371	+					miaB		COB47_RS05320	1416		old_locus_tag=COB47_1053
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1171956	1173371	+	WP_013290352.1	WP_013290352.1		tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB		COB47_RS05320	1416	471	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1173375	1175966	+					mutS		COB47_RS05325	2592		old_locus_tag=COB47_1054
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1173375	1175966	+	WP_013290353.1	WP_013290353.1		DNA mismatch repair protein MutS	mutS		COB47_RS05325	2592	863	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1175963	1177732	+					mutL		COB47_RS05330	1770		old_locus_tag=COB47_1055
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1175963	1177732	+	WP_013290354.1	WP_013290354.1		DNA mismatch repair endonuclease MutL	mutL		COB47_RS05330	1770	589	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1177759	1178697	+					miaA		COB47_RS05335	939		old_locus_tag=COB47_1056
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1177759	1178697	+	WP_013290355.1	WP_013290355.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		COB47_RS05335	939	312	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1178762	1179037	+					hfq		COB47_RS05340	276		old_locus_tag=COB47_1057
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1178762	1179037	+	WP_013290356.1	WP_013290356.1		RNA chaperone Hfq	hfq		COB47_RS05340	276	91	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1179139	1180419	+							COB47_RS05345	1281		old_locus_tag=COB47_1058
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1179139	1180419	+	WP_013290357.1	WP_013290357.1		methionine gamma-lyase family protein			COB47_RS05345	1281	426	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1180422	1181030	-					lexA		COB47_RS05350	609		old_locus_tag=COB47_1059
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1180422	1181030	-	WP_013290358.1	WP_013290358.1		transcriptional repressor LexA	lexA		COB47_RS05350	609	202	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1181231	1182229	+					pta		COB47_RS05355	999		old_locus_tag=COB47_1060
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1181231	1182229	+	WP_013290359.1	WP_013290359.1		phosphate acetyltransferase	pta		COB47_RS05355	999	332	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1182256	1183455	+							COB47_RS05360	1200		old_locus_tag=COB47_1061
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1182256	1183455	+	WP_013290360.1	WP_013290360.1		acetate kinase			COB47_RS05360	1200	399	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1183525	1183902	-							COB47_RS05365	378		old_locus_tag=COB47_1062
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1183525	1183902	-	WP_013290361.1	WP_013290361.1		desulfoferrodoxin			COB47_RS05365	378	125	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1184105	1186681	+							COB47_RS05370	2577		old_locus_tag=COB47_1063
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1184105	1186681	+	WP_237699027.1	WP_237699027.1		valine--tRNA ligase			COB47_RS05370	2577	858	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1186681	1187994	+							COB47_RS05375	1314		old_locus_tag=COB47_1064
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1186681	1187994	+	WP_013290363.1	WP_013290363.1		bifunctional folylpolyglutamate synthase/dihydrofolate synthase			COB47_RS05375	1314	437	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1188058	1188711	+					fsa		COB47_RS05380	654		old_locus_tag=COB47_1065
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1188058	1188711	+	WP_041742434.1	WP_041742434.1		fructose-6-phosphate aldolase	fsa		COB47_RS05380	654	217	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1188767	1189561	+					pgeF		COB47_RS05385	795		old_locus_tag=COB47_1066
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1188767	1189561	+	WP_013290365.1	WP_013290365.1		peptidoglycan editing factor PgeF	pgeF		COB47_RS05385	795	264	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1189563	1190261	+							COB47_RS05390	699		old_locus_tag=COB47_1067
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1189563	1190261	+	WP_013290366.1	WP_013290366.1		response regulator transcription factor			COB47_RS05390	699	232	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1190265	1191995	+							COB47_RS05395	1731		old_locus_tag=COB47_1068
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1190265	1191995	+	WP_013290367.1	WP_013290367.1		ATP-binding protein			COB47_RS05395	1731	576	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1192012	1193010	-							COB47_RS05400	999		old_locus_tag=COB47_1069
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1192012	1193010	-	WP_013290368.1	WP_013290368.1		inorganic phosphate transporter			COB47_RS05400	999	332	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1193003	1193629	-							COB47_RS05405	627		old_locus_tag=COB47_1070
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1193003	1193629	-	WP_013290369.1	WP_013290369.1		DUF47 family protein			COB47_RS05405	627	208	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1193853	1194602	+					pstB		COB47_RS05410	750		old_locus_tag=COB47_1071
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1193853	1194602	+	WP_013290370.1	WP_013290370.1		phosphate ABC transporter ATP-binding protein PstB	pstB		COB47_RS05410	750	249	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1194631	1195308	+					phoU		COB47_RS05415	678		old_locus_tag=COB47_1072
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1194631	1195308	+	WP_013290371.1	WP_013290371.1		phosphate signaling complex protein PhoU	phoU		COB47_RS05415	678	225	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1195305	1195844	+							COB47_RS05420	540		old_locus_tag=COB47_1073
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1195305	1195844	+	WP_237699017.1	WP_237699017.1		QueT transporter family protein			COB47_RS05420	540	179	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1195981	1197162	+							COB47_RS05425	1182		old_locus_tag=COB47_1074
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1195981	1197162	+	WP_013290373.1	WP_013290373.1		ATP phosphoribosyltransferase regulatory subunit			COB47_RS05425	1182	393	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1197159	1197788	+					hisG		COB47_RS05430	630		old_locus_tag=COB47_1075
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1197159	1197788	+	WP_013290374.1	WP_013290374.1		ATP phosphoribosyltransferase	hisG		COB47_RS05430	630	209	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1197830	1199080	+					hisD		COB47_RS05435	1251		old_locus_tag=COB47_1076
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1197830	1199080	+	WP_237699028.1	WP_237699028.1		histidinol dehydrogenase	hisD		COB47_RS05435	1251	416	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1199073	1200146	+					hisC		COB47_RS05440	1074		old_locus_tag=COB47_1077
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1199073	1200146	+	WP_013290376.1	WP_013290376.1		histidinol-phosphate transaminase	hisC		COB47_RS05440	1074	357	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1200127	1200711	+					hisB		COB47_RS05445	585		old_locus_tag=COB47_1078
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1200127	1200711	+	WP_013290377.1	WP_013290377.1		imidazoleglycerol-phosphate dehydratase HisB	hisB		COB47_RS05445	585	194	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1200745	1201320	+					hisH		COB47_RS05450	576		old_locus_tag=COB47_1079
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1200745	1201320	+	WP_237699029.1	WP_237699029.1		imidazole glycerol phosphate synthase subunit HisH	hisH		COB47_RS05450	576	191	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1201317	1202030	+					hisA		COB47_RS05455	714		old_locus_tag=COB47_1080
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1201317	1202030	+	WP_013290379.1	WP_013290379.1		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA		COB47_RS05455	714	237	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1202056	1202808	+					hisF		COB47_RS05460	753		old_locus_tag=COB47_1081
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1202056	1202808	+	WP_013290380.1	WP_013290380.1		imidazole glycerol phosphate synthase subunit HisF	hisF		COB47_RS05460	753	250	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1202810	1203427	+					hisIE		COB47_RS05465	618		old_locus_tag=COB47_1082
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1202810	1203427	+	WP_013290381.1	WP_013290381.1		bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	hisIE		COB47_RS05465	618	205	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1203526	1204605	+							COB47_RS05470	1080		old_locus_tag=COB47_1083
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1203526	1204605	+	WP_013290382.1	WP_013290382.1		mannose-1-phosphate guanylyltransferase			COB47_RS05470	1080	359	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1204647	1206218	+					murJ		COB47_RS05475	1572		old_locus_tag=COB47_1084
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1204647	1206218	+	WP_013290383.1	WP_013290383.1		murein biosynthesis integral membrane protein MurJ	murJ		COB47_RS05475	1572	523	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1206196	1206564	-							COB47_RS05480	369		old_locus_tag=COB47_1085
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1206196	1206564	-	WP_013290384.1	WP_013290384.1		GNAT family N-acetyltransferase			COB47_RS05480	369	122	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1206649	1207257	+					nth		COB47_RS05485	609		old_locus_tag=COB47_1086
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1206649	1207257	+	WP_013290385.1	WP_013290385.1		endonuclease III	nth		COB47_RS05485	609	202	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1207352	1208230	+							COB47_RS05490	879		old_locus_tag=COB47_1087
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1207352	1208230	+	WP_013290386.1	WP_013290386.1		acyl-CoA dehydratase activase-related protein			COB47_RS05490	879	292	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1208199	1209293	+							COB47_RS05495	1095		old_locus_tag=COB47_1088
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1208199	1209293	+	WP_013290387.1	WP_013290387.1		acyl-CoA dehydratase activase-related protein			COB47_RS05495	1095	364	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1209265	1210257	+							COB47_RS05500	993		old_locus_tag=COB47_1089
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1209265	1210257	+	WP_013290388.1	WP_013290388.1		acyl-CoA dehydratase activase			COB47_RS05500	993	330	
gene	ncRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1210296	1210503	+					ssrS		COB47_RS11940	208		old_locus_tag=COB47_R0038
